item ID (Read-Only),original ID,type,created (Read-Only),updated (Read-Only),read,notes,color,flag,ratings,doi,patent_id,pmid,pmcid,arxiv,file (Read-Only),year,Library URL,PDF URL,title,author,journal,abstract,journal abbreviation,pages,issn,issue,volume
6b7ae37a-30c9-499b-b175-4eadc15eb311,,article,2023-04-06T08:01:03Z,2023-10-25T18:04:41Z,true,,,false,,10.1038/s41586-022-04432-7,,35073561,PMC9382663,,"www.nature.com 06/04/2023, 10:01:07.pdf",2022,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/6b7ae37a-30c9-499b-b175-4eadc15eb311,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:6b7ae37a-30c9-499b-b175-4eadc15eb311,Clonally expanded B cells in multiple sclerosis bind EBV EBNA1 and GlialCAM,"Tobias V. Lanz,R. Camille Brewer,Peggy P. Ho,Jae-Seung Moon,Kevin M. Jude,Daniel Fernandez,Ricardo A. Fernandes,Alejandro M. Gomez,Gabriel-Stefan Nadj,Christopher M. Bartley,Ryan D. Schubert,Isobel A. Hawes,Sara E. Vazquez,Manasi Iyer,J. Bradley Zuchero,Bianca Teegen,Jeffrey E. Dunn,Christopher B. Lock,Lucas B. Kipp,Victoria C. Cotham,Beatrix M. Ueberheide,Blake T. Aftab,Mark S. Anderson,Joseph L. DeRisi,Michael R. Wilson,Rachael J. M. Bashford-Rogers,Michael Platten,K. Christopher Garcia,Lawrence Steinman,William H. Robinson",Nature,"Multiple sclerosis (MS) is a heterogenous autoimmune disease in which autoreactive lymphocytes attack the myelin sheath of the central nervous system. B lymphocytes in the cerebrospinal fluid (CSF) of patients with MS contribute to inflammation and secrete oligoclonal immunoglobulins1,2. Epstein–Barr virus (EBV) infection has been epidemiologically linked to MS, but its pathological role remains unclear3. Here we demonstrate high-affinity molecular mimicry between the EBV transcription factor EBV nuclear antigen 1 (EBNA1) and the central nervous system protein glial cell adhesion molecule (GlialCAM) and provide structural and in vivo functional evidence for its relevance. A cross-reactive CSF-derived antibody was initially identified by single-cell sequencing of the paired-chain B cell repertoire of MS blood and CSF, followed by protein microarray-based testing of recombinantly expressed CSF-derived antibodies against MS-associated viruses. Sequence analysis, affinity measurements and the crystal structure of the EBNA1–peptide epitope in complex with the autoreactive Fab fragment enabled tracking of the development of the naive EBNA1-restricted antibody to a mature EBNA1–GlialCAM cross-reactive antibody. Molecular mimicry is facilitated by a post-translational modification of GlialCAM. EBNA1 immunization exacerbates disease in a mouse model of MS, and anti-EBNA1 and anti-GlialCAM antibodies are prevalent in patients with MS. Our results provide a mechanistic link for the association between MS and EBV and could guide the development of new MS therapies. The identification of high-affinity molecular mimicry between the Epstein–Barr virus (EBV) transcription factor EBNA1 and the CNS protein GlialCAM provides a mechanistic link between multiple sclerosis and EBV.",Nature,321-327,0028-0836,7900,603
4d500715-c715-4acc-8566-fcca496d6bd1,,article,2023-04-06T08:37:55Z,2024-10-02T07:04:47Z,false,,,false,,10.1007/s11481-020-09948-1,,32808238,PMC7431217,,"link.springer.com 02/10/2024, 09:04:34.pdf",2021,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/4d500715-c715-4acc-8566-fcca496d6bd1,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:4d500715-c715-4acc-8566-fcca496d6bd1,Antibodies from Multiple Sclerosis Brain Identified Epstein-Barr Virus Nuclear Antigen 1 & 2 Epitopes which Are Recognized by Oligoclonal Bands,"Zhe Wang,Peter GE Kennedy,Cecily Dupree,Min Wang,Catherin Lee,Tiffany Pointon,T. Dianne Langford,Michael W Graner,Xiaoli Yu",Journal of Neuroimmune Pharmacology,"Multiple sclerosis (MS) is a chronic inflammatory demyelinating disease of the central nervous system (CNS), the etiology of which is poorly understood. The most common laboratory abnormality associated with MS is increased intrathecal immunoglobulin G (IgG) synthesis and the presence of oligoclonal bands (OCBs) in the brain and cerebrospinal fluid (CSF). However, the major antigenic targets of these antibody responses are unknown. The risk of MS is increased after infectious mononucleosis (IM) due to EBV infection, and MS patients have higher serum titers of anti-EBV antibodies than control populations. Our goal was to identify disease-relevant epitopes of IgG antibodies in MS; to do so, we screened phage-displayed random peptide libraries (12-mer) with total IgG antibodies purified from the brain of a patient with acute MS. We identified and characterized the phage peptides for binding specificity to intrathecal IgG from patients with MS and from controls by ELISA, phage-mediated Immuno-PCR, and isoelectric focusing. We identified two phage peptides that share sequence homologies with EBV nuclear antigens 1 and 2 (EBNA1 and EBNA2), respectively. The specificity of the EBV epitopes found by panning with MS brain IgG was confirmed by ELISA and competitive inhibition assays. Using a highly sensitive phage-mediated immuno-PCR assay, we determined specific bindings of the two EBV epitopes to IgG from CSF from 46 MS and 5 inflammatory control (IC) patients. MS CSF IgG have significantly higher bindings to EBNA1 epitope than to EBNA2 epitope, whereas EBNA1 and EBNA2 did not significantly differ in binding to IC CSF IgG. Further, the EBNA1 epitope was recognized by OCBs from multiple MS CSF as shown in blotting assays with samples separated by isoelectric focusing. The EBNA1 epitope is reactive to MS intrathecal antibodies corresponding to oligoclonal bands. This reinforces the potential role of EBV in the etiology of MS. Graphical abstractAntibodies purified from an MS brain plaque were panned by phage display peptide libraries to discern potential antigens. Phage displaying peptide sequences resembling Epstein-Barr Virus Nuclear Antigens 1 & 2 (EBNA1 & 2) epitopes were identified. Antibodies from sera and CSF from other MS patients also reacted to those epitopes. Antibodies purified from an MS brain plaque were panned by phage display peptide libraries to discern potential antigens. Phage displaying peptide sequences resembling Epstein-Barr Virus Nuclear Antigens 1 & 2 (EBNA1 & 2) epitopes were identified. Antibodies from sera and CSF from other MS patients also reacted to those epitopes.",J. Neuroimmune Pharmacol.,567-580,1557-1890,3,16
51988b78-04e2-43c4-9a25-8e623ef43b7f,,article,2023-04-06T08:37:55Z,2024-10-02T07:04:11Z,false,,,false,,10.1007/s00415-016-8360-4,,28005176,,,"link.springer.com 02/10/2024, 09:04:10.pdf",2017,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/51988b78-04e2-43c4-9a25-8e623ef43b7f,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:51988b78-04e2-43c4-9a25-8e623ef43b7f,The MRZ reaction as a highly specific marker of multiple sclerosis: re-evaluation and structured review of the literature,"S. Jarius,P. Eichhorn,D. Franciotta,H. F. Petereit,G. Akman-Demir,M. Wick,B. Wildemann",Journal of Neurology,"It has long been known that the majority of patients with multiple sclerosis (MS) display an intrathecal, polyspecific humoral immune response to a broad panel of neurotropic viruses. This response has measles virus, rubella virus and varicella zoster virus as its most frequent constituents and is thus referred to as the MRZ reaction (MRZR). Re-evaluation of the specificity of MRZR as a marker of MS. Structured review of the existing English-, German- and Spanish-language literature on MRZR testing, with evaluation of MRZR in a cohort of 43 unselected patients with MS and other neurological diseases as a proof of principle. A positive MRZ reaction, defined as a positive intrathecal response to at least two of the three viral agents, was found in 78% of MS patients but only in 3% of the controls (p < 0.00001), corresponding to specificity of 97%. Median antibody index values were significantly lower in non-MS patients (measles, p < 0.0001; rubella, p < 0.006; varicella zoster, p < 0.02). The 30 identified original studies on MRZR reported results from 1478 individual MRZR tests. A positive MRZR was reported for 458/724 (63.3%) tests in patients with MS but only for 19/754 (2.5%) tests in control patients (p < 0.000001), corresponding to cumulative specificity of 97.5% (CI 95% 96–98.4), cumulative sensitivity of 63.3% (CI 95% 59.6–66.8) (or 67.4% [CI 95% 63.5–71.1] in the adult MS subgroup), a positive likelihood ratio of 25.1 (CI 95% 16–39.3) and a negative likelihood ratio of 0.38 (CI 95% 0.34–0.41). Of particular note, MRZR was absent in 52/53 (98.1%) patients with neuromyelitis optica or MOG-IgG-positive encephalomyelitis, two important differential diagnoses of MS. MRZR is the most specific laboratory marker of MS reported to date. If present, MRZR substantially increases the likelihood of the diagnosis of MS. Prospective and systematic studies on the diagnostic and prognostic impact of MRZR testing are highly warranted.",J. Neurol.,453-466,0340-5354,3,264
dc7286ac-f4d7-4940-9db2-c43228e0f9ab,,article,2023-04-12T13:22:30Z,2023-10-25T18:31:46Z,false,"Very relevant to Rico's, Pau's, and thus my work.",,false,,10.1101/2022.04.06.487263,,,,,Single nuclei RNAseq stratifies multiple sclerosis patients into three distinct white matter glia responses.pdf,2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/dc7286ac-f4d7-4940-9db2-c43228e0f9ab,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:dc7286ac-f4d7-4940-9db2-c43228e0f9ab,Single nuclei RNAseq stratifies multiple sclerosis patients into distinct white matter glial responses,"Will Macnair,Daniela Calini,Eneritz Agirre,Julien Bryois,Sarah Jäkel,Petra Kukanja,Nadine Stokar,Virginie Ott,Lynette C. Foo,Ludovic Collin,Sven Schippling,Eduard Urich,Erik Nutma,Manuel Marzin,Sandra Amor,Roberta Magliozzi,Elyas Heidari,Mark Robinson,Charles ffrench-Constant,Gonçalo Castelo-Branco,Anna Williams,Dheeraj Malhotra",bioRxiv,"The lack of understanding of the cellular and molecular basis of clinical and genetic heterogeneity in progressive multiple sclerosis (MS) has hindered the search for new effective therapies. Here, to address this gap, we analysed 632,000 single nuclei RNAseq profiles of 156 brain tissue samples, comprising white matter (WM) lesions, normal appearing WM, grey matter (GM) lesions and normal appearing GM from 54 MS patients and 26 controls. We observed the expected changes in overall neuronal and glial numbers previously described within the classical lesion subtypes. We found highly cell type-specific gene expression changes in MS tissue, with distinct differences between GM and WM areas, confirming different pathologies. However, surprisingly, we did not observe distinct gene expression signatures for the classical different WM lesion types, rather a continuum of change. This indicates that classical lesion characterization better reflects changes in cell abundance than changes in cell type gene expression, and indicates a global disease effect. Furthermore, the major biological determinants of variability in gene expression in MS WM samples relate to individual patient effects, rather than to lesion types or other metadata. We identify four subgroups of MS patients with distinct WM glial gene expression signatures and patterns of oligodendrocyte stress and/or maturation, suggestive of engagement of different pathological processes, with an additional more variable regenerative astrocyte signature. The discovery of these patterns, which were also found in an independent MS patient cohort, provides a framework to use molecular biomarkers to stratify patients for optimal therapeutic approaches for progressive MS, significantly advances our mechanistic understanding of progressive MS, and highlights the need for precision-medicine approaches to address heterogeneity among MS patients.",bioRxiv,2022.04.06.487263
07e623d6-9e8d-4447-b9e5-5af380c7af8b,,article,2023-05-20T08:29:59Z,2024-10-02T07:13:41Z,true,This is apparently the competitve preprint that Lucas was asked to review for nature neuroscience,,false,,10.21203/rs.3.rs-2845466/v1,,,,,"assets.researchsquare.com 20/05/2023, 10:29:58.pdf",2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/07e623d6-9e8d-4447-b9e5-5af380c7af8b,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:07e623d6-9e8d-4447-b9e5-5af380c7af8b,A single-cell multi-omics map of cell-type-specific mechanistic drivers of multiple sclerosis lesions,"Maria Elkjaer,Anne Hartebrodt,Mhaned Oubounyt,Anna Weber,Lars Vitved,Richard Reynolds,Mads Thomassen,Richard Rottger,Jan Baumbach,Zsolt Illes",,"Despite major progress in understanding the mechanisms in progressive multiple sclerosis (PMS), the underlying drivers of compartmentalized and sustained inflammation have not been resolved. To gain insights into the interplay between inter- and intra-cellular mechanisms and deconvolute the complex niche of lesion evolution, we have integrated single cell chromatin accessibility and transcriptome data for different white matter (WM) lesions from patients with PMS combined with spatial transcriptomics of chronic active lesion border. The PMS-specific oligodendrocyte genetic program was governed by the KLF/SP gene family involved in myelination and stress-induced iron uptake. The transferrin gene (TF) and its receptor LRP2 were highly expressed across all lesion types in oligodendrocytes suggesting autocrine communication of iron uptake and were co-localized at the outer border of the chronic active lesion. The genomic accessibility of the structural protein (VIM) and the cystine/glutamate antiporter (SLC7A11) was significantly reduced, and the genes were downregulated in oligodendrocytes. We identified oligodendrocytes expressing the osteopontin gene and complement at the outer edge of the chronic active lesion. We describe a metabolic astrocyte phenotype at the lesion border and an astrocytic-neuronal axis through FGF signaling (FGFR3-FGF13) inside the chronic active lesion. We also identified two distinct B cell co-expression networks with different location and gene expression preferring different lesion types. With single cell multi-omics, we were able to get a snapshot of specific cell types with distinctive molecular signatures and pathways, including their interactions and locations contributing to lesion fate."
a4056cf4-48b6-4c57-af4d-fcbe4aac060a,,article,2023-12-18T15:38:49Z,2024-10-02T07:06:14Z,false,,,false,,10.1038/s41582-022-00697-8,,35931825,,,s41582-022-00697-8.pdf,2022,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/a4056cf4-48b6-4c57-af4d-fcbe4aac060a,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:a4056cf4-48b6-4c57-af4d-fcbe4aac060a,The role of the gut microbiota in multiple sclerosis,"Jorge Correale,Reinhard Hohlfeld,Sergio E. Baranzini",Nature Reviews Neurology,"During the past decade, research has revealed that the vast community of micro-organisms that inhabit the gut — known as the gut microbiota — is intricately linked to human health and disease, partly as a result of its influence on systemic immune responses. Accumulating evidence demonstrates that these effects on immune function are important in neuroinflammatory diseases, such as multiple sclerosis (MS), and that modulation of the microbiome could be therapeutically beneficial in these conditions. In this Review, we examine the influence that the gut microbiota have on immune function via modulation of serotonin production in the gut and through complex interactions with components of the immune system, such as T cells and B cells. We then present evidence from studies in mice and humans that these effects of the gut microbiota on the immune system are important in the development and course of MS. We also consider how strategies for manipulating the composition of the gut microbiota could be used to influence disease-related immune dysfunction and form the basis of a new class of therapeutics. The strategies discussed include the use of probiotics, supplementation with bacterial metabolites, transplantation of faecal matter or defined microbial communities, and dietary intervention. Carefully designed studies with large human cohorts will be required to gain a full understanding of the microbiome changes involved in MS and to develop therapeutic strategies that target these changes. In this Review, the authors provide detailed insight into how the gut microbiota influences the immune system, with implications for neuroinflammation, and discuss the accumulating evidence that the gut microbiota is an important factor in multiple sclerosis pathogenesis and a potential therapeutic target. The colony of bacteria that inhabit the gut — known as the gut microbiota — varies in composition according to genetic factors and, more importantly, envorinmental influences, particularly diet.The composition of the gut microbiota influences the production of serotonin in the gut, which in turn influences serotonin-mediated regulation of systemic immune function.Gut microbiota are also involved in complex interactions with the gut and immune cells in the small intestine and the colon, thereby influencing immune responses in the periphery and the central nervous system.Abundant evidence indicates that the gut microbiota has a role in multiple sclerosis (MS) through its influence on immune function.Therapeutic strategies that target the microbiota — including dietary interventions, probiotics, short-chain fatty acids and faecal microbial transplantation — seem promising for the treatment of MS, but further work is needed to assess their effectiveness. The colony of bacteria that inhabit the gut — known as the gut microbiota — varies in composition according to genetic factors and, more importantly, envorinmental influences, particularly diet. The composition of the gut microbiota influences the production of serotonin in the gut, which in turn influences serotonin-mediated regulation of systemic immune function. Gut microbiota are also involved in complex interactions with the gut and immune cells in the small intestine and the colon, thereby influencing immune responses in the periphery and the central nervous system. Abundant evidence indicates that the gut microbiota has a role in multiple sclerosis (MS) through its influence on immune function. Therapeutic strategies that target the microbiota — including dietary interventions, probiotics, short-chain fatty acids and faecal microbial transplantation — seem promising for the treatment of MS, but further work is needed to assess their effectiveness.",Nat. Rev. Neurol.,544-558,1759-4758,9,18
5054bf8f-20ed-4996-bfc3-6fc5b245a73a,,article,2023-12-20T14:32:29Z,2024-10-02T07:05:58Z,false,,,false,,10.1038/s41582-023-00775-5,,36759741,,,ZORA256419_akzept.pdf,2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/5054bf8f-20ed-4996-bfc3-6fc5b245a73a,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:5054bf8f-20ed-4996-bfc3-6fc5b245a73a,Epstein–Barr virus as a leading cause of multiple sclerosis: mechanisms and implications,"Kjetil Bjornevik,Christian Münz,Jeffrey I. Cohen,Alberto Ascherio",Nature Reviews Neurology,"Epidemiological studies have provided compelling evidence that multiple sclerosis (MS) is a rare complication of infection with the Epstein–Barr virus (EBV), a herpesvirus that infects more than 90% of the global population. This link was long suspected because the risk of MS increases markedly after infectious mononucleosis (symptomatic primary EBV infection) and with high titres of antibodies to specific EBV antigens. However, it was not until 2022 that a longitudinal study demonstrated that MS risk is minimal in individuals who are not infected with EBV and that it increases over 30-fold following EBV infection. Over the past few years, a number of studies have provided clues on the underlying mechanisms, which might help us to develop more targeted treatments for MS. In this Review, we discuss the evidence linking EBV to the development of MS and the mechanisms by which the virus is thought to cause the disease. Furthermore, we discuss implications for the treatment and prevention of MS, including the use of antivirals and vaccines. In this Review, the authors provide an overview of the evidence indicating that multiple sclerosis is a rare complication of infection with the Epstein–Barr virus and discuss the mechanisms that could underlie this association. In a longitudinal study that followed individuals seronegative for Epstein–Barr virus (EBV) over time, multiple sclerosis (MS) risk increased more than 30-fold after EBV infection. The results are unlikely to be explained by reverse causation or confounding factors.Among individuals who are EBV positive, those with a history of infectious mononucleosis or with high antibody titres against EBV nuclear antigens have an increased risk of developing MS.Several mechanisms have been proposed to explain the link between EBV and MS, including molecular mimicry and an altered immune response to poorly controlled EBV infection.Vaccines that might prevent EBV infection are currently being developed. If effective, these vaccines would be expected to prevent most MS cases.Targeting EBV with therapeutic vaccines or antiviral drugs could represent a novel treatment strategy for MS. In a longitudinal study that followed individuals seronegative for Epstein–Barr virus (EBV) over time, multiple sclerosis (MS) risk increased more than 30-fold after EBV infection. The results are unlikely to be explained by reverse causation or confounding factors. Among individuals who are EBV positive, those with a history of infectious mononucleosis or with high antibody titres against EBV nuclear antigens have an increased risk of developing MS. Several mechanisms have been proposed to explain the link between EBV and MS, including molecular mimicry and an altered immune response to poorly controlled EBV infection. Vaccines that might prevent EBV infection are currently being developed. If effective, these vaccines would be expected to prevent most MS cases. Targeting EBV with therapeutic vaccines or antiviral drugs could represent a novel treatment strategy for MS.",Nat. Rev. Neurol.,160-171,1759-4758,3,19
abad5fd0-4048-4f1b-902a-f144a34319b7,,article,2023-12-20T14:32:56Z,2023-12-20T14:32:58Z,false,,,false,,10.1038/s41579-022-00770-5,,35931816,PMC9362539,,"www.nature.com 20/12/2023, 15:32:58.pdf",2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/abad5fd0-4048-4f1b-902a-f144a34319b7,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:abad5fd0-4048-4f1b-902a-f144a34319b7,Epstein–Barr virus and multiple sclerosis,"Samantha S. Soldan,Paul M. Lieberman",Nature Reviews Microbiology,"Epstein–Barr virus (EBV) is a ubiquitous human lymphotropic herpesvirus with a well-established causal role in several cancers. Recent studies have provided compelling epidemiological and mechanistic evidence for a causal role of EBV in multiple sclerosis (MS). MS is the most prevalent chronic inflammatory and neurodegenerative disease of the central nervous system and is thought to be triggered in genetically predisposed individuals by an infectious agent, with EBV as the lead candidate. How a ubiquitous virus that typically leads to benign latent infections can promote cancer and autoimmune disease in at-risk populations is not fully understood. Here we review the evidence that EBV is a causal agent for MS and how various risk factors may affect EBV infection and immune control. We focus on EBV contributing to MS through reprogramming of latently infected B lymphocytes and the chronic presentation of viral antigens as a potential source of autoreactivity through molecular mimicry. We consider how knowledge of EBV-associated cancers may be instructive for understanding the role of EBV in MS and discuss the potential for therapies that target EBV to treat MS. Epstein–Barr virus infects most of the human population and, depending on other risk factors, contributes to the development of multiple sclerosis. In this Review, Soldan and Lieberman discuss supporting evidence and potential mechanisms that link Epstein–Barr virus to multiple sclerosis.",Nat. Rev. Microbiol.,51-64,1740-1526,1,21
3cf60fb1-b5a9-452d-b80e-a48ee2d1bef9,,article,2024-01-17T15:28:53Z,2024-01-17T15:29:20Z,true,,,false,,10.1101/2023.12.20.572491,,38187779,PMC10769298,,Human disease-specific cell signatures in non-lesional tissue in Multiple Sclerosis detected by single-cell and spatial transcriptomics.pdf,2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/3cf60fb1-b5a9-452d-b80e-a48ee2d1bef9,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:3cf60fb1-b5a9-452d-b80e-a48ee2d1bef9,Human disease-specific cell signatures in non-lesional tissue in Multiple Sclerosis detected by single-cell and spatial transcriptomics,"Matti Lam,Dylan Lee,Ivy Kosater,Anthony Khairallah,Mariko Taga,Ya Zhang,Masashi Fujita,Sukriti Nag,David A. Bennett,Philip De Jager,Vilas Menon",bioRxiv,"Recent investigations of cell type changes in Multiple Sclerosis (MS) using single-cell profiling methods have focused on active lesional and peri-lesional brain tissue, and have implicated a number of peripheral and central nervous system cell types. However, an important question is the extent to which so-called “normal-appearing” non-lesional tissue in individuals with MS accumulate changes over the lifespan. Here, we compared post-mortem non-lesional brain tissue from donors with a pathological or clinical diagnosis of MS from the Religious Orders Study or Rush Memory and Aging Project (ROSMAP) cohorts to age– and sex-matched brains from persons without MS (controls). We profiled three brain regions using single-nucleus RNA-seq: dorsolateral prefrontal cortex (DLPFC), normal appearing white matter (NAWM) and the pulvinar in thalamus (PULV), from 15 control individuals, 8 individuals with MS, and 5 individuals with other detrimental pathologies accompanied by demyelination, resulting in a total of 78 samples. We identified region– and cell type-specific differences in non-lesional samples from individuals diagnosed with MS and/or exhibiting secondary demyelination with other neurological conditions, as compared to control donors. These differences included lower proportions of oligodendrocytes with expression of myelination related genes MOBP, MBP, PLP1, as well as higher proportions of CRYAB+ oligodendrocytes in all three brain regions. Among microglial signatures, we identified subgroups that were higher in both demyelination (TMEM163+/ERC2+), as well as those that were specifically higher in MS donors (HIF1A+/SPP1+) and specifically in donors with secondary demyelination (SOCS6+/MYO1E+), in both white and grey matter. To validate our findings, we generated Visium spatial transcriptomics data on matched tissue from 13 donors, and recapitulated our observations of gene expression differences in oligodendrocytes and microglia. Finally, we show that some of the differences observed between control and MS donors in NAWM mirror those previously reported between control WM and active lesions in MS donors. Overall, our investigation sheds additional light on cell type– and disease-specific differences present even in non-lesional white and grey matter tissue, highlighting widespread cellular signatures that may be associated with downstream pathological changes.",bioRxiv,2023.12.20.572491
a82c8b5f-b905-47f6-b2e6-39c0c8580237,,article,2024-01-17T15:33:33Z,2024-01-17T15:33:33Z,false,,,false,,10.1016/j.medj.2021.01.006,,33748804,PMC7966680,,PIIS2666634021000362.pdf,2021,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/a82c8b5f-b905-47f6-b2e6-39c0c8580237,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:a82c8b5f-b905-47f6-b2e6-39c0c8580237,Identifying CNS-colonizing T cells as potential therapeutic targets to prevent progression of multiple sclerosis,"Max Kaufmann,Hayley Evans,Anna-Lena Schaupp,Jan Broder Engler,Gurman Kaur,Anne Willing,Nina Kursawe,Charlotte Schubert,Kathrine E. Attfield,Lars Fugger,Manuel A. Friese",Med,"Background Multiple sclerosis (MS), an autoimmune disease of the central nervous system (CNS), can be suppressed in its early stages but eventually becomes clinically progressive and unresponsive to therapy. Here, we investigate whether the therapeutic resistance of progressive MS can be attributed to chronic immune cell accumulation behind the blood-brain barrier (BBB). Methods We systematically track CNS-homing immune cells in the peripheral blood of 31 MS patients and 31 matched healthy individuals in an integrated analysis of 497,705 single-cell transcriptomes and 355,433 surface protein profiles from 71 samples. Through spatial RNA sequencing, we localize these cells in post mortem brain tissue of 6 progressive MS patients contrasted against 4 control brains (20 samples, 85,000 spot transcriptomes). Findings We identify a specific pathogenic CD161+/lymphotoxin beta (LTB)+ T cell population that resides in brains of progressive MS patients. Intriguingly, our data suggest that the colonization of the CNS by these T cells may begin earlier in the disease course, as they can be mobilized to the blood by usage of the integrin-blocking antibody natalizumab in relapsing-remitting MS patients. Conclusions As a consequence, we lay the groundwork for a therapeutic strategy to deplete CNS-homing T cells before they can fuel treatment-resistant progression. Funding This study was supported by funding from the University Medical Center Hamburg-Eppendorf, the Stifterverband für die Deutsche Wissenschaft, the OAK Foundation, Medical Research Council UK, and Wellcome.",Med,296-312.e8,2666-6340,3,2
cbd6d30f-9e24-4319-aaaf-1e6cb7df2c86,,article,2024-01-17T15:39:36Z,2024-08-05T12:52:44Z,true,,,false,,10.1101/2023.09.25.559371,,37808784,PMC10557631,,A 4D transcriptomic map for the evolution of multiple sclerosis-like lesions in the marmoset brain.pdf,2023,https://app.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2/item/cbd6d30f-9e24-4319-aaaf-1e6cb7df2c86,https://www.readcube.com/library/7f591ab0-7097-419e-9414-60fb795b4eb2:cbd6d30f-9e24-4319-aaaf-1e6cb7df2c86,A 4D transcriptomic map for the evolution of multiple sclerosis-like lesions in the marmoset brain,"Jing-Ping Lin,Alexis Brake,Maxime Donadieu,Amanda Lee,Riki Kawaguchi,Pascal Sati,Daniel H. Geschwind,Steven Jacobson,Dorothy P. Schafer,Daniel S. Reich",bioRxiv,"Single-time-point histopathological studies on postmortem multiple sclerosis (MS) tissue fail to capture lesion evolution dynamics, posing challenges for therapy development targeting development and repair of focal inflammatory demyelination. To close this gap, we studied experimental autoimmune encephalitis (EAE) in the common marmoset, the most faithful animal model of these processes. Using MRI-informed RNA profiling, we analyzed ∼600,000 single-nucleus and ∼55,000 spatial transcriptomes, comparing them against EAE inoculation status, longitudinal radiological signals, and histopathological features. We categorized 5 groups of microenvironments pertinent to neural function, immune and glial responses, tissue destruction and repair, and regulatory network at brain borders. Exploring perilesional microenvironment diversity, we uncovered central roles of EAE-associated astrocytes, oligodendrocyte precursor cells, and ependyma in lesion formation and resolution. We pinpointed imaging and molecular features capturing the pathological trajectory of WM, offering potential for assessing treatment outcomes using marmoset as a platform. A cross-modality study to identify the spatiotemporal-based diversity of primate brain cells during white matter inflammatory demyelination to inform lesion detection, stratification, and management in multiple sclerosis.",bioRxiv,2023.09.25.559371
